,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,ペース平均,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均,ﾀｲﾑ指数10平均
65,65,2022/07/31,佐賀,曇,1,C2ー7組,,9,5,5,51.9,8.0,9.0,小松丈二,56,ダ1400,良,7.0,1:36.3,3.3,-9.0,9-9-9-9,0.0-41.6,42.3,430(+9),,,クリストバウム,,9.0,,0.0,2.7,7.363636363636363,0,,,40.590909090909086,0.25773195876288657,14.537902388369679,15.072887130388148,96.3,9.0,9.0,9.0,1.0,0.0,41.6,42.3,0.6999999999999957,-41.6,9.656756756756756,39.38648648648648,7.948198198198198,30.597297297297303,0.8675675675675678,-29.72972972972973,0.0,0.0,0.0,0.8015843765843766,7.594594594594595,8.405405405405405,0.2702702702702703,1.0810810810810811,0.8108108108108109,24.098381573454965,2.163319561124917,4,3.3,2.418181818181818,27.96666666666667,29.76576576576577,-89.0,-2554.0,-10.75,-4.454545454545454
66,66,2022/08/04,佐賀,曇,1,佐賀競馬移転開設50,,8,7,7,6.9,3.0,7,田中直人,54,ダ1400,良,15.0,1:37.2,4.8,-11.0,3-3-4-4,0.0-39.8,44.2,478(+2),,,ダイメイスイセン,,10,,0.0,2.9227272727272733,-7.090909090909091,0,,,43.445454545454545,0.2631578947368421,14.403292181069958,14.926459921911116,97.2,3.0,4.0,3.5,0.375,0.0,39.8,44.2,4.400000000000006,-39.8,7.843478260869564,39.50869565217392,4.369565217391305,34.23478260869565,2.5695652173913035,-31.665217391304356,-3.0,-4.0,-1.0,0.3631435593392115,5.043478260869565,3.9130434782608696,-3.260869565217391,-4.391304347826087,-1.1304347826086956,20.88456201493236,3.085716984033947,4,4.8,3.272727272727273,28.0,29.810144927536236,-91.0,-1751.0,-2.75,-3.909090909090909
67,67,2022/03/20,佐賀,曇,5,うまかつ.net賞,,10,8,10,32.9,7.0,10,吉本隆記,56,ダ1300,不,4.0,1:34.2,9.5,-73.0,10-10-10-10,0.0-38.8,45.4,512(-1),,,キリンノツバサ,,11,,0.0,2.4000000000000004,3.0,0,,,42.24545454545454,0.3711340206185567,13.800424628450106,14.921689928053459,94.2,10.0,10.0,10.0,1.0,0.0,38.8,45.4,6.600000000000001,-38.8,5.204761904761905,40.147619047619045,5.869047619047619,36.05238095238094,1.1095238095238094,-34.94285714285714,0.0,0.0,0.0,0.5027056277056278,6.238095238095238,5.428571428571429,-0.3333333333333333,-1.1428571428571428,-0.8095238095238095,28.89869023884406,2.2759613353482084,4,9.5,2.4000000000000004,28.066666666666663,28.86984126984127,-153.0,-1373.0,-11.0,3.0
68,68,2022/07/03,佐賀,曇,3,シュガー来場記念,,10,1,1,1.1,1.0,1.0,山口勲,56,ダ1300,良,12.0,1:25.1,-1.1,46.0,1-1-1-1,0.0-39.9,39.9,511(+6),,,(シルバーセイント),35.0,1.0,,3.1818181818181817,0.5818181818181819,39.0,0,,,39.28181818181818,0.6237623762376238,15.27614571092832,15.497656561717156,85.1,1.0,1.0,1.0,0.1,0.0,39.9,39.9,0.0,-39.9,21.842499999999998,38.6825,5.90625,17.535,0.6950000000000003,-16.839999999999996,0.0,0.0,0.0,0.46637109418359407,6.15,5.65,-0.5,-1.0,-0.5,13.94413942809824,1.3548116380729618,6,-0.55,0.5818181818181819,26.599999999999998,33.30083333333334,-34.0,-1196.0,35.0,39.0
69,69,2022/07/23,佐賀,晴,1,さがけいば無料ネット,,10,5,5,9.5,6.0,1,中山蓮王,51,ダ1300,良,11.0,1:25.8,-0.1,37.0,1-1-1-1,0.0-39.6,39.6,433(-8),,,(グランクロワ),35.0,2,,3.1818181818181817,1.4227272727272728,26.272727272727273,0,,,40.54545454545455,0.42105263157894735,15.151515151515152,14.854646923487408,85.8,1.0,1.0,1.0,0.1,0.0,39.6,39.6,0.0,-39.6,0.0,39.643750000000004,3.859375,41.746875,2.103125,-39.643750000000004,0.0,0.0,0.0,0.3691953012265512,4.71875,3.375,-1.15625,-2.5,-1.34375,29.19831812709205,2.4563853934392967,4,-0.05,1.4227272727272728,26.400000000000002,27.130208333333332,-43.0,-2214.0,25.0,26.272727272727273
70,70,2022/07/24,佐賀,曇,3,C1ー13組,,10,5,5,6.1,3.0,2.0,竹吉徹,54,ダ1300,稍,9.0,1:25.3,0.3,41.0,7-7-5-4,0.0-39.8,39.2,508(0),,,ロンドンネス,11.8,3.0,,1.0727272727272728,2.3454545454545457,28.363636363636363,0,,,40.76363636363636,0.4322033898305085,15.240328253223916,15.064224050505546,85.3,7.0,4.0,5.75,0.7,0.0,39.8,39.2,-0.5999999999999943,-39.8,25.791666666666668,39.84166666666666,6.510416666666667,14.958333333333334,0.9083333333333335,-14.050000000000002,2.0,5.0,3.0,0.5601054616679615,6.291666666666667,6.625,-0.4583333333333333,-0.125,0.3333333333333333,11.245905921712131,1.347507328365972,4,0.3,2.045454545454545,26.333333333333332,35.46111111111111,-39.0,-1110.0,33.0,29.09090909090909
71,71,2022/07/24,佐賀,曇,5,佐賀競馬移転開設50,,12,2,2,53.1,8.0,8.0,竹吉徹,54,ダ1400,稍,9.0,1:33.6,2.6,24.0,10-8-9-9,0.0-40.0,40.8,447(0),,,シエテアレグリア,,4.0,,0.0,1.6454545454545455,22.09090909090909,0,,,40.25454545454546,0.375,14.957264957264957,15.301092586158932,93.6,10.0,9.0,9.0,0.8333333333333334,0.0,40.0,40.8,0.7999999999999972,-40.0,4.387499999999999,39.19999999999999,6.411458333333333,35.14374999999999,0.3312499999999996,-34.81249999999999,1.0,2.0,1.0,0.6148341675685427,6.28125,6.46875,0.875,1.0625,0.1875,17.73682726200811,1.5927752402721085,5,2.6,1.6454545454545455,26.933333333333334,27.706249999999997,-56.0,-1511.0,22.25,22.09090909090909
72,72,2022/07/24,佐賀,曇,1,C2ー5組,,9,6,6,2.2,1.0,1,吉本隆記,54,ダ1300,稍,9.0,1:25.6,-0.1,37.0,1-1-1-1,0.0-40.2,40.2,426(-7),,,(ユラ),35.0,5,,3.1818181818181817,1.2272727272727273,27.363636363636363,0,,,40.93636363636364,0.6509433962264151,15.186915887850468,15.564163324958745,85.6,1.0,1.0,1.0,0.1111111111111111,0.0,40.2,40.2,0.0,-40.2,11.540740740740741,38.8111111111111,4.132716049382716,28.288888888888895,1.0185185185185193,-27.270370370370372,0.0,0.0,0.0,0.3242751589973813,4.62962962962963,3.814814814814815,-1.5185185185185186,-2.3333333333333335,-0.8148148148148148,23.388549221657115,2.701518375027689,4,-0.05,1.2272727272727273,26.8,30.06049382716049,-43.0,-1178.0,28.0,27.363636363636363
73,73,2022/07/24,佐賀,曇,5,佐賀競馬移転開設50,,12,5,5,20.0,4.0,6.0,飛田愛斗,54,ダ1400,稍,9.0,1:33.3,2.3,27.0,8-7-8-7,0.0-40.0,40.5,430(0),,,シエテアレグリア,,6.0,,0.0,1.2545454545454544,24.727272727272727,0,,,40.24545454545454,0.39603960396039606,15.005359056806002,15.16923876596481,93.3,8.0,7.0,7.5,0.6666666666666666,0.0,40.0,40.5,0.5,-40.0,2.5569620253164556,39.207594936708865,6.180379746835443,37.2012658227848,0.5506329113924059,-36.65063291139241,1.0,2.0,1.0,0.6566709134747108,5.772151898734177,6.772151898734177,0.17721518987341772,1.1772151898734178,1.0,8.508818954473059,1.1245658884654113,6,2.3,1.481818181818182,26.833333333333332,27.174261603375523,-53.0,-4181.0,30.0,23.181818181818183
74,74,2022/07/24,佐賀,曇,5,佐賀競馬移転開設50,,12,5,6,91.4,10.0,9,山下裕貴,54,ダ1400,稍,9.0,1:33.9,2.9,20.0,11-10-10-10,0.0-40.0,40.1,490(-5),,,シエテアレグリア,,7,,0.0,1.8227272727272728,35.63636363636363,0,,,39.58181818181818,0.4803921568627451,14.90947816826411,15.48899543208701,93.9,11.0,10.0,10.25,0.9166666666666666,0.0,40.0,40.1,0.10000000000000142,-40.0,8.991666666666667,38.52916666666666,5.760416666666667,29.99166666666667,0.4541666666666666,-29.537499999999998,1.0,2.0,1.0,0.4849777537277536,6.125,5.375,0.25,-0.5,-0.75,16.90140822535211,1.7053515766550897,6,2.9,1.7409090909090907,26.7,28.83472222222223,-60.0,-854.0,19.0,35.45454545454545
